#             1	              2	              3	              4              5	              6	              7	              8	              9	             10
#       Time, s	   Pressure, Pa	     dPdt, Pa/s	         r_f, m	       A_f, m^2	        M_f, kg	       S_c, m/s	           γ_u	   ρ_u, kg/m^3	         T_u, K
2.200000000e-02	1.013250000e+05	0.000000000e+00	1.437906009e-02	2.598189729e-03	2.616776910e-06	5.480341946e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.205000000e-02	1.013250000e+05	0.000000000e+00	1.440150839e-02	2.606308543e-03	2.628345376e-06	5.481992375e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.210000000e-02	1.013250000e+05	0.000000000e+00	1.442421529e-02	2.614533772e-03	2.640279005e-06	5.483327723e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.215000000e-02	1.013250000e+05	0.000000000e+00	1.444692113e-02	2.622771571e-03	2.652181605e-06	5.484561831e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.220000000e-02	1.013250000e+05	0.000000000e+00	1.446939563e-02	2.630938202e-03	2.663900585e-06	5.486057804e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.225000000e-02	1.013250000e+05	0.000000000e+00	1.449205516e-02	2.639184919e-03	2.675861198e-06	5.487545156e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.230000000e-02	1.013250000e+05	0.000000000e+00	1.451481497e-02	2.647481123e-03	2.687910860e-06	5.488926325e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.235000000e-02	1.013250000e+05	0.000000000e+00	1.453731516e-02	2.655695487e-03	2.699774649e-06	5.490379329e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.240000000e-02	1.013250000e+05	0.000000000e+00	1.455993931e-02	2.663967936e-03	2.711778188e-06	5.491734346e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.245000000e-02	1.013250000e+05	0.000000000e+00	1.458271883e-02	2.672310195e-03	2.723969237e-06	5.493096935e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.250000000e-02	1.013250000e+05	0.000000000e+00	1.460526674e-02	2.680580475e-03	2.735972281e-06	5.494680176e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.255000000e-02	1.013250000e+05	0.000000000e+00	1.462786746e-02	2.688882949e-03	2.748034355e-06	5.496129266e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.260000000e-02	1.013250000e+05	0.000000000e+00	1.465066554e-02	2.697270930e-03	2.760361171e-06	5.497364295e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.265000000e-02	1.013250000e+05	0.000000000e+00	1.467324812e-02	2.705592504e-03	2.772497938e-06	5.498844103e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.270000000e-02	1.013250000e+05	0.000000000e+00	1.469583278e-02	2.713927660e-03	2.784633725e-06	5.500406634e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.275000000e-02	1.013250000e+05	0.000000000e+00	1.471864553e-02	2.722360011e-03	2.797090662e-06	5.501752595e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.280000000e-02	1.013250000e+05	0.000000000e+00	1.474126083e-02	2.730732285e-03	2.809354020e-06	5.503159652e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.285000000e-02	1.013250000e+05	0.000000000e+00	1.476383856e-02	2.739103479e-03	2.821572061e-06	5.504631249e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.290000000e-02	1.013250000e+05	0.000000000e+00	1.478666314e-02	2.747579216e-03	2.834148609e-06	5.506010240e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.295000000e-02	1.013250000e+05	0.000000000e+00	1.480930155e-02	2.755998753e-03	2.846532557e-06	5.507523570e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.300000000e-02	1.013250000e+05	0.000000000e+00	1.483188712e-02	2.764411475e-03	2.858855594e-06	5.508993723e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.305000000e-02	1.013250000e+05	0.000000000e+00	1.485472611e-02	2.772931628e-03	2.871553112e-06	5.510274366e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.310000000e-02	1.013250000e+05	0.000000000e+00	1.487738183e-02	2.781396367e-03	2.884055249e-06	5.511773642e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.315000000e-02	1.013250000e+05	0.000000000e+00	1.489998307e-02	2.789853600e-03	2.896495101e-06	5.513336611e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.320000000e-02	1.013250000e+05	0.000000000e+00	1.492283415e-02	2.798417375e-03	2.909306119e-06	5.514646328e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.325000000e-02	1.013250000e+05	0.000000000e+00	1.494549993e-02	2.806924670e-03	2.921919839e-06	5.516070391e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.330000000e-02	1.013250000e+05	0.000000000e+00	1.496812472e-02	2.815429460e-03	2.934489343e-06	5.517591462e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.335000000e-02	1.013250000e+05	0.000000000e+00	1.499098578e-02	2.824036127e-03	2.947407750e-06	5.518976872e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.340000000e-02	1.013250000e+05	0.000000000e+00	1.501365499e-02	2.832583542e-03	2.960127156e-06	5.520449921e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.345000000e-02	1.013250000e+05	0.000000000e+00	1.503632160e-02	2.841142888e-03	2.972839070e-06	5.521898219e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.350000000e-02	1.013250000e+05	0.000000000e+00	1.505918805e-02	2.849790780e-03	2.985859044e-06	5.523247608e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.355000000e-02	1.013250000e+05	0.000000000e+00	1.508185137e-02	2.858374816e-03	2.998678411e-06	5.524787705e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.360000000e-02	1.013250000e+05	0.000000000e+00	1.510454489e-02	2.866983231e-03	3.011545129e-06	5.526263361e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.365000000e-02	1.013250000e+05	0.000000000e+00	1.512741864e-02	2.875673104e-03	3.024660829e-06	5.527573636e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.370000000e-02	1.013250000e+05	0.000000000e+00	1.515006740e-02	2.884290462e-03	3.037564498e-06	5.529092411e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.375000000e-02	1.013250000e+05	0.000000000e+00	1.517280142e-02	2.892953224e-03	3.050587308e-06	5.530590338e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.380000000e-02	1.013250000e+05	0.000000000e+00	1.519567693e-02	2.901683011e-03	3.063786899e-06	5.531950592e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.385000000e-02	1.013250000e+05	0.000000000e+00	1.521831377e-02	2.910334665e-03	3.076784681e-06	5.533453478e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.390000000e-02	1.013250000e+05	0.000000000e+00	1.524110388e-02	2.919057908e-03	3.089990970e-06	5.534883231e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.395000000e-02	1.013250000e+05	0.000000000e+00	1.526396015e-02	2.927819583e-03	3.103277490e-06	5.536302271e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.400000000e-02	1.013250000e+05	0.000000000e+00	1.528660194e-02	2.936511984e-03	3.116359422e-06	5.537845839e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.405000000e-02	1.013250000e+05	0.000000000e+00	1.530945212e-02	2.945297452e-03	3.129755191e-06	5.539211838e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.410000000e-02	1.013250000e+05	0.000000000e+00	1.533228112e-02	2.954087881e-03	3.143120556e-06	5.540631074e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.415000000e-02	1.013250000e+05	0.000000000e+00	1.535492684e-02	2.962820680e-03	3.156279851e-06	5.542211748e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.420000000e-02	1.013250000e+05	0.000000000e+00	1.537784291e-02	2.971670851e-03	3.169875178e-06	5.543566820e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.425000000e-02	1.013250000e+05	0.000000000e+00	1.540065869e-02	2.980495403e-03	3.183313340e-06	5.544988910e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.430000000e-02	1.013250000e+05	0.000000000e+00	1.542334889e-02	2.989284360e-03	3.196632820e-06	5.546524844e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.435000000e-02	1.013250000e+05	0.000000000e+00	1.544628869e-02	2.998183150e-03	3.210349226e-06	5.547901001e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.440000000e-02	1.013250000e+05	0.000000000e+00	1.546904498e-02	3.007023822e-03	3.223854337e-06	5.549378958e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.445000000e-02	1.013250000e+05	0.000000000e+00	1.549181556e-02	3.015883073e-03	3.237396686e-06	5.550837979e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.450000000e-02	1.013250000e+05	0.000000000e+00	1.551475288e-02	3.024820370e-03	3.251173845e-06	5.552213605e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.455000000e-02	1.013250000e+05	0.000000000e+00	1.553745162e-02	3.033677724e-03	3.264711285e-06	5.553769682e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.460000000e-02	1.013250000e+05	0.000000000e+00	1.556030093e-02	3.042606911e-03	3.278474660e-06	5.555189229e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.465000000e-02	1.013250000e+05	0.000000000e+00	1.558319620e-02	3.051567222e-03	3.292304065e-06	5.556579973e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.470000000e-02	1.013250000e+05	0.000000000e+00	1.560589664e-02	3.060464291e-03	3.305921486e-06	5.558142137e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.475000000e-02	1.013250000e+05	0.000000000e+00	1.562883856e-02	3.069469158e-03	3.319930733e-06	5.559529024e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.480000000e-02	1.013250000e+05	0.000000000e+00	1.565168265e-02	3.078448775e-03	3.333813064e-06	5.560964100e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.485000000e-02	1.013250000e+05	0.000000000e+00	1.567443612e-02	3.087405807e-03	3.347594687e-06	5.562475848e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.490000000e-02	1.013250000e+05	0.000000000e+00	1.569741682e-02	3.096465496e-03	3.361740335e-06	5.563851235e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.495000000e-02	1.013250000e+05	0.000000000e+00	1.572020434e-02	3.105462132e-03	3.375668039e-06	5.565352116e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.500000000e-02	1.013250000e+05	0.000000000e+00	1.574308656e-02	3.114509289e-03	3.389711330e-06	5.566790227e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.505000000e-02	1.013250000e+05	0.000000000e+00	1.576603705e-02	3.123596660e-03	3.403897400e-06	5.568182600e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.510000000e-02	1.013250000e+05	0.000000000e+00	1.578878068e-02	3.132615179e-03	3.417864659e-06	5.569732493e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.515000000e-02	1.013250000e+05	0.000000000e+00	1.581173854e-02	3.141731836e-03	3.432177336e-06	5.571116195e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.520000000e-02	1.013250000e+05	0.000000000e+00	1.583460589e-02	3.150825714e-03	3.446397882e-06	5.572561259e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.525000000e-02	1.013250000e+05	0.000000000e+00	1.585708987e-02	3.159779951e-03	3.460398874e-06	5.574296867e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.530000000e-02	1.013250000e+05	0.000000000e+00	1.588040688e-02	3.169079360e-03	3.474947239e-06	5.575450854e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.535000000e-02	1.013250000e+05	0.000000000e+00	1.590321176e-02	3.178187736e-03	3.489177871e-06	5.576949384e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.540000000e-02	1.013250000e+05	0.000000000e+00	1.592611408e-02	3.187348186e-03	3.503574179e-06	5.578389279e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.545000000e-02	1.013250000e+05	0.000000000e+00	1.594907610e-02	3.196545749e-03	3.518065947e-06	5.579803761e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.550000000e-02	1.013250000e+05	0.000000000e+00	1.597185033e-02	3.205681180e-03	3.532334652e-06	5.581341856e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.555000000e-02	1.013250000e+05	0.000000000e+00	1.599487288e-02	3.214929470e-03	3.547027597e-06	5.582701074e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.560000000e-02	1.013250000e+05	0.000000000e+00	1.601775755e-02	3.224135575e-03	3.561538624e-06	5.584171227e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.565000000e-02	1.013250000e+05	0.000000000e+00	1.604063503e-02	3.233351942e-03	3.576067781e-06	5.585653961e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.570000000e-02	1.013250000e+05	0.000000000e+00	1.606369165e-02	3.242653788e-03	3.590819336e-06	5.587019708e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.575000000e-02	1.013250000e+05	0.000000000e+00	1.608646194e-02	3.251853230e-03	3.605343310e-06	5.588570075e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.580000000e-02	1.013250000e+05	0.000000000e+00	1.610916167e-02	3.261037133e-03	3.620022136e-06	5.590182992e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.585000000e-02	1.013250000e+05	0.000000000e+00	1.613230498e-02	3.270413835e-03	3.635094769e-06	5.591479013e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.590000000e-02	1.013250000e+05	0.000000000e+00	1.615532311e-02	3.279753171e-03	3.649934544e-06	5.592859106e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.595000000e-02	1.013250000e+05	0.000000000e+00	1.617805465e-02	3.288989298e-03	3.664544497e-06	5.594450238e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.600000000e-02	1.013250000e+05	0.000000000e+00	1.620054274e-02	3.298139283e-03	3.678927133e-06	5.596109398e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.605000000e-02	1.013250000e+05	0.000000000e+00	1.622398331e-02	3.307690346e-03	3.694313272e-06	5.597195415e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.610000000e-02	1.013250000e+05	0.000000000e+00	1.624695599e-02	3.317064163e-03	3.709308299e-06	5.598622648e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.615000000e-02	1.013250000e+05	0.000000000e+00	1.626983675e-02	3.326413653e-03	3.724197192e-06	5.600123981e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.620000000e-02	1.013250000e+05	0.000000000e+00	1.629291392e-02	3.335856728e-03	3.739409993e-06	5.601486660e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.625000000e-02	1.013250000e+05	0.000000000e+00	1.631575461e-02	3.345216219e-03	3.754387607e-06	5.603012256e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.630000000e-02	1.013250000e+05	0.000000000e+00	1.633848084e-02	3.354541821e-03	3.769439257e-06	5.604626673e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.635000000e-02	1.013250000e+05	0.000000000e+00	1.636170737e-02	3.364086128e-03	3.784951749e-06	5.605913227e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.640000000e-02	1.013250000e+05	0.000000000e+00	1.638476897e-02	3.373576075e-03	3.800224522e-06	5.607300236e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.645000000e-02	1.013250000e+05	0.000000000e+00	1.640754714e-02	3.382962515e-03	3.815260551e-06	5.608879874e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.650000000e-02	1.013250000e+05	0.000000000e+00	1.643026536e-02	3.392337235e-03	3.830062858e-06	5.610505223e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.655000000e-02	1.013250000e+05	0.000000000e+00	1.645343785e-02	3.401912776e-03	3.845774199e-06	5.611813777e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.660000000e-02	1.013250000e+05	0.000000000e+00	1.647665764e-02	3.411521397e-03	3.861476282e-06	5.613094883e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.665000000e-02	1.013250000e+05	0.000000000e+00	1.649972477e-02	3.421080264e-03	3.876935159e-06	5.614487406e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.670000000e-02	1.013250000e+05	0.000000000e+00	1.652236305e-02	3.430474423e-03	3.892153438e-06	5.616076193e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.675000000e-02	1.013250000e+05	0.000000000e+00	1.654510086e-02	3.439922845e-03	3.907134615e-06	5.617684256e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.680000000e-02	1.013250000e+05	0.000000000e+00	1.656833182e-02	3.449589612e-03	3.923249337e-06	5.618970986e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.685000000e-02	1.013250000e+05	0.000000000e+00	1.659154141e-02	3.459261033e-03	3.939140098e-06	5.620275755e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.690000000e-02	1.013250000e+05	0.000000000e+00	1.661455694e-02	3.468864957e-03	3.954777981e-06	5.621711026e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.695000000e-02	1.013250000e+05	0.000000000e+00	1.663736696e-02	3.478396258e-03	3.970171257e-06	5.623289739e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.700000000e-02	1.013250000e+05	0.000000000e+00	1.666025572e-02	3.487973611e-03	3.985536200e-06	5.624840275e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.705000000e-02	1.013250000e+05	0.000000000e+00	1.668354554e-02	3.497732290e-03	4.001821886e-06	5.626102682e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.710000000e-02	1.013250000e+05	0.000000000e+00	1.670677691e-02	3.507480061e-03	4.017855233e-06	5.627401238e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.715000000e-02	1.013250000e+05	0.000000000e+00	1.672974145e-02	3.517129203e-03	4.033639640e-06	5.628880930e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.720000000e-02	1.013250000e+05	0.000000000e+00	1.675255912e-02	3.526729758e-03	4.049178336e-06	5.630459468e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.725000000e-02	1.013250000e+05	0.000000000e+00	1.677556553e-02	3.536422979e-03	4.065049473e-06	5.631911612e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.730000000e-02	1.013250000e+05	0.000000000e+00	1.679886108e-02	3.546251572e-03	4.081474518e-06	5.633174817e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.735000000e-02	1.013250000e+05	0.000000000e+00	1.682209850e-02	3.556069229e-03	4.097645052e-06	5.634478792e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.740000000e-02	1.013250000e+05	0.000000000e+00	1.684498406e-02	3.565751494e-03	4.113564370e-06	5.636018268e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.745000000e-02	1.013250000e+05	0.000000000e+00	1.686770382e-02	3.575376633e-03	4.129233747e-06	5.637675543e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.750000000e-02	1.013250000e+05	0.000000000e+00	1.689091347e-02	3.585222707e-03	4.145715971e-06	5.639006225e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.755000000e-02	1.013250000e+05	0.000000000e+00	1.691420817e-02	3.595118474e-03	4.162277153e-06	5.640279533e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.760000000e-02	1.013250000e+05	0.000000000e+00	1.693733945e-02	3.604958312e-03	4.178574550e-06	5.637773161e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.765000000e-02	1.013250000e+05	0.000000000e+00	1.696027112e-02	3.614726517e-03	4.194615647e-06	5.643337583e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.770000000e-02	1.013250000e+05	0.000000000e+00	1.698316027e-02	3.624489787e-03	4.210567653e-06	5.644747666e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.775000000e-02	1.013250000e+05	0.000000000e+00	1.700650297e-02	3.634460077e-03	4.227482399e-06	5.645985478e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.780000000e-02	1.013250000e+05	0.000000000e+00	1.702967155e-02	3.644369536e-03	4.244134098e-06	5.647292475e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.785000000e-02	1.013250000e+05	0.000000000e+00	1.705267793e-02	3.654222972e-03	4.260526407e-06	5.648758156e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.790000000e-02	1.013250000e+05	0.000000000e+00	1.707555570e-02	3.664034515e-03	4.276662951e-06	5.650320445e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.795000000e-02	1.013250000e+05	0.000000000e+00	1.709869232e-02	3.673970451e-03	4.293312095e-06	5.651715042e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.800000000e-02	1.013250000e+05	0.000000000e+00	1.712195861e-02	3.683975641e-03	4.310311614e-06	5.652984828e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.805000000e-02	1.013250000e+05	0.000000000e+00	1.714516972e-02	3.693970656e-03	4.327047145e-06	5.654330947e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.810000000e-02	1.013250000e+05	0.000000000e+00	1.716810284e-02	3.703859263e-03	4.343522185e-06	5.655867082e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.815000000e-02	1.013250000e+05	0.000000000e+00	1.719089404e-02	3.713699772e-03	4.359828326e-06	5.657495824e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.820000000e-02	1.013250000e+05	0.000000000e+00	1.721427671e-02	3.723809226e-03	4.377186244e-06	5.658968800e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.825000000e-02	1.013250000e+05	0.000000000e+00	1.723764978e-02	3.733928263e-03	4.394264923e-06	5.660016430e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.830000000e-02	1.013250000e+05	0.000000000e+00	1.726069854e-02	3.743920337e-03	4.411074075e-06	5.661453839e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.835000000e-02	1.013250000e+05	0.000000000e+00	1.728361737e-02	3.753869325e-03	4.427619037e-06	5.663007848e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.840000000e-02	1.013250000e+05	0.000000000e+00	1.730681151e-02	3.763951264e-03	4.444728792e-06	5.664381589e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.845000000e-02	1.013250000e+05	0.000000000e+00	1.733017137e-02	3.774118902e-03	4.462120776e-06	5.665644147e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.850000000e-02	1.013250000e+05	0.000000000e+00	1.735317971e-02	3.784146946e-03	4.479241542e-06	5.667035564e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.855000000e-02	1.013250000e+05	0.000000000e+00	1.737614616e-02	3.794170004e-03	4.496094728e-06	5.668543662e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.860000000e-02	1.013250000e+05	0.000000000e+00	1.739916301e-02	3.804228353e-03	4.512959621e-06	5.670032273e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.865000000e-02	1.013250000e+05	0.000000000e+00	1.742256343e-02	3.814467971e-03	4.530658806e-06	5.671277760e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.870000000e-02	1.013250000e+05	0.000000000e+00	1.744590552e-02	3.824695779e-03	4.548083035e-06	5.672563187e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.875000000e-02	1.013250000e+05	0.000000000e+00	1.746880471e-02	3.834742823e-03	4.565236342e-06	5.674364632e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.880000000e-02	1.013250000e+05	0.000000000e+00	1.749181373e-02	3.844851335e-03	4.582139978e-06	5.675656874e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.885000000e-02	1.013250000e+05	0.000000000e+00	1.751517012e-02	3.855126059e-03	4.599949791e-06	5.676922412e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.890000000e-02	1.013250000e+05	0.000000000e+00	1.753854571e-02	3.865422959e-03	4.617676721e-06	5.678200963e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.895000000e-02	1.013250000e+05	0.000000000e+00	1.756160716e-02	3.875594941e-03	4.635123812e-06	5.679634658e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.900000000e-02	1.013250000e+05	0.000000000e+00	1.758459111e-02	3.885746036e-03	4.652296374e-06	5.681156935e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.905000000e-02	1.013250000e+05	0.000000000e+00	1.760781627e-02	3.896017148e-03	4.669966070e-06	5.682525249e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.910000000e-02	1.013250000e+05	0.000000000e+00	1.763122156e-02	3.906381640e-03	4.687965072e-06	5.683778791e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.915000000e-02	1.013250000e+05	0.000000000e+00	1.765447067e-02	3.916690597e-03	4.705683381e-06	5.685135090e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.920000000e-02	1.013250000e+05	0.000000000e+00	1.767749159e-02	3.926911759e-03	4.723124753e-06	5.686638463e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.925000000e-02	1.013250000e+05	0.000000000e+00	1.770102996e-02	3.937376438e-03	4.740718958e-06	5.682865186e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.930000000e-02	1.013250000e+05	0.000000000e+00	1.772405020e-02	3.947624236e-03	4.758984283e-06	5.689428314e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.935000000e-02	1.013250000e+05	0.000000000e+00	1.774744685e-02	3.958053248e-03	4.776965295e-06	5.690582883e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.940000000e-02	1.013250000e+05	0.000000000e+00	1.777037396e-02	3.968286309e-03	4.794673892e-06	5.692157566e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.945000000e-02	1.013250000e+05	0.000000000e+00	1.779342551e-02	3.978588227e-03	4.812263577e-06	5.693657740e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.950000000e-02	1.013250000e+05	0.000000000e+00	1.781688699e-02	3.989087060e-03	4.830795619e-06	5.694893643e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.955000000e-02	1.013250000e+05	0.000000000e+00	1.784028861e-02	3.999572888e-03	4.849035342e-06	5.696167416e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.960000000e-02	1.013250000e+05	0.000000000e+00	1.786337786e-02	4.009932236e-03	4.866988051e-06	5.697636510e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
2.965000000e-02	1.013250000e+05	0.000000000e+00	1.788639870e-02	4.020274235e-03	4.884658212e-06	5.699150789e-02	1.352034774e+00	1.361512771e+00	3.000000000e+02
